,Kings New York Cases,Kings New York Deaths,Clark Nevada Cases,Clark Nevada Deaths,San Bernardino California Cases,San Bernardino California Deaths,Wayne Michigan Cases,Wayne Michigan Deaths,Tarrant Texas Cases,Tarrant Texas Deaths,Franklin Ohio Cases,Franklin Ohio Deaths,Cuyahoga Ohio Cases,Cuyahoga Ohio Deaths,Miami-Dade Florida Cases,Miami-Dade Florida Deaths,Bexar Texas Cases,Bexar Texas Deaths,Maricopa Arizona Cases,Maricopa Arizona Deaths,Cook Illinois Cases,Cook Illinois Deaths,Los Angeles California Cases,Los Angeles California Deaths,Philadelphia Pennsylvania Cases,Philadelphia Pennsylvania Deaths,San Diego California Cases,San Diego California Deaths,Suffolk Massachusetts Cases,Suffolk Massachusetts Deaths,Broward Florida Cases,Broward Florida Deaths,Hennepin Minnesota Cases,Hennepin Minnesota Deaths,Allegheny Pennsylvania Cases,Allegheny Pennsylvania Deaths,Alameda California Cases,Alameda California Deaths,Orange California Cases,Orange California Deaths
2020-03-15,58,1,16,0,0,0,8,1,4,0,3,0,11,0,13,0,2,0,4,0,50,0,53,1,4,0,16,0,74,0,36,0,6,0,2,0,11,0,14,0
2020-03-16,84,2,35,1,1,0,14,1,5,0,3,0,24,0,13,0,3,0,8,0,62,0,94,1,10,0,55,0,117,0,36,0,22,0,6,0,18,0,17,0
2020-03-17,123,6,42,1,2,0,14,1,6,0,4,0,31,0,40,0,4,0,9,0,107,1,144,1,19,0,55,0,170,0,48,1,24,0,10,0,27,0,22,0
2020-03-18,387,12,42,1,3,0,24,2,8,1,7,0,38,0,76,0,11,0,11,0,178,1,190,1,34,0,60,0,228,0,72,1,28,0,13,0,30,0,29,0
2020-03-19,660,18,69,1,5,0,45,2,19,1,10,0,53,0,101,0,29,0,22,0,278,2,231,2,44,0,80,0,288,0,96,1,32,0,18,0,38,0,53,0
2020-03-20,1334,29,126,2,9,0,68,2,29,1,14,0,69,0,124,0,29,0,34,0,278,2,292,2,67,0,127,0,368,1,128,1,45,0,28,0,48,0,65,0
2020-03-21,1872,41,126,2,10,0,103,2,42,1,21,0,92,0,169,0,39,0,49,1,548,3,292,2,85,0,127,0,429,1,164,3,52,0,31,1,68,0,78,0
2020-03-22,2765,51,126,2,17,0,478,6,47,1,34,0,125,1,227,0,46,1,81,2,805,4,407,5,96,0,155,0,477,1,217,3,57,0,40,1,71,0,95,0
2020-03-23,3467,78,126,4,17,0,639,9,57,1,44,2,149,1,278,0,57,1,139,2,922,9,536,7,175,0,201,1,590,1,263,3,89,0,48,1,118,1,125,0
2020-03-24,4167,101,212,4,31,0,878,15,71,1,75,2,167,2,338,0,69,1,199,2,1194,9,662,11,252,0,226,1,714,1,311,3,103,0,58,2,135,2,152,0
2020-03-25,4946,137,249,6,38,1,1125,24,90,1,88,2,206,2,400,0,69,2,251,2,1418,14,812,13,342,1,238,2,860,1,355,3,111,0,88,2,135,2,187,1
2020-03-26,5701,187,350,6,54,2,1392,31,100,1,109,2,259,2,616,0,84,3,299,2,1418,18,1229,21,475,1,293,3,1030,2,504,3,128,0,133,2,178,4,256,1
2020-03-27,6807,262,443,10,54,3,1814,46,114,1,152,2,330,2,763,1,113,5,399,5,2239,20,1465,26,637,2,341,3,1204,2,614,5,141,0,158,2,220,4,321,3
2020-03-28,8045,340,443,10,76,3,2322,59,128,1,222,2,370,3,1003,2,125,5,454,5,2613,28,1465,26,803,5,413,6,1357,3,814,10,152,2,219,2,220,4,403,4
2020-03-29,9018,430,528,14,76,3,2712,72,139,1,247,3,440,3,1192,3,140,5,545,5,3445,40,1829,32,890,8,484,7,1475,3,838,11,171,2,265,2,270,6,431,4
2020-03-30,10029,536,753,14,111,3,3206,102,238,1,281,2,493,4,1632,3,157,6,690,5,3727,44,2474,44,1072,8,515,7,1701,5,1152,11,190,5,290,2,283,7,464,4
2020-03-31,11917,662,869,23,125,4,3752,142,273,1,325,3,527,6,2123,7,168,6,788,5,4496,61,3019,54,1315,10,603,7,1967,6,1219,12,204,5,325,2,313,7,502,7
2020-04-01,13115,798,961,28,183,6,4503,170,288,3,391,4,589,9,2202,7,207,9,871,5,5152,95,3518,64,1675,10,733,9,2255,13,1232,12,218,5,356,2,313,7,606,10
2020-04-02,14304,966,1125,34,254,6,5111,219,325,6,441,5,663,12,2886,20,229,9,961,12,5575,107,4045,78,2100,13,849,15,2531,19,1481,17,235,6,419,2,359,8,656,13
2020-04-03,15700,1107,1279,39,304,8,6142,249,383,7,503,5,780,13,3364,25,254,9,1049,12,6111,141,4566,89,2430,14,966,16,2928,21,1598,22,242,6,476,2,443,12,711,13
2020-04-04,17504,1270,1418,41,353,13,6809,283,404,9,557,6,781,13,3890,31,342,9,1171,28,7439,167,4605,93,3008,24,1112,17,3137,26,1765,31,252,9,552,3,443,12,786,14
2020-04-05,18558,1437,1519,41,372,13,7574,335,418,11,597,8,826,14,4146,31,384,11,1326,31,8034,186,5955,132,3189,28,1209,18,3390,27,1886,40,267,11,605,4,566,12,834,14
2020-04-06,19702,1606,1608,41,373,13,8332,391,452,13,644,9,871,15,4481,37,410,12,1433,31,8728,209,6377,147,3728,45,1326,19,3803,31,2067,46,280,14,642,4,588,13,882,14
2020-04-07,20879,1785,1734,54,530,16,9115,451,517,18,703,12,911,19,4997,41,456,12,1495,35,9509,249,6936,169,4272,65,1404,19,4205,40,2230,47,310,16,689,6,634,15,931,15
2020-04-08,22082,1958,1878,65,547,17,9707,499,588,19,761,12,960,23,5354,49,503,18,1559,37,10520,310,7559,198,4777,87,1454,31,4618,48,2358,58,344,18,720,10,674,16,1016,17
2020-04-09,23394,2148,2009,71,641,20,10179,564,637,20,802,14,1014,23,5745,62,554,20,1689,39,11415,352,7955,223,5029,87,1530,36,5060,48,2454,66,375,25,759,12,674,16,1079,17
2020-04-10,24715,2326,2144,75,729,24,10628,673,705,21,850,14,1052,23,6119,74,615,22,1741,39,12472,399,8443,242,5521,110,1628,40,5457,48,2645,72,415,27,788,18,766,20,1138,17
2020-04-11,26243,2486,2144,75,810,25,11045,719,705,25,894,14,1113,22,6487,91,665,24,1891,47,13417,455,8453,244,6022,137,1693,44,5720,79,2806,76,464,30,836,19,806,21,1221,18
2020-04-12,27471,2686,2324,100,810,25,11259,773,787,25,943,14,1152,23,7058,97,723,27,1960,47,14585,485,8894,269,6386,176,1761,45,5924,86,2945,76,557,34,857,19,845,23,1277,19
2020-04-13,28404,2845,2444,101,887,31,11746,833,876,25,1012,15,1197,24,7459,109,772,30,2020,52,15474,543,9433,322,6813,190,1804,45,6406,86,3177,77,557,34,876,21,888,23,1283,19
2020-04-14,29306,2998,2509,106,977,31,12308,897,929,29,1053,18,1239,33,7712,125,794,33,2056,54,16323,577,10047,360,7130,206,1847,47,6986,86,3261,78,558,40,893,24,888,23,1299,19
2020-04-15,31969,3129,2559,115,977,31,12645,964,990,30,1102,19,1281,39,8066,146,815,33,2146,60,17306,630,10517,405,7441,222,1930,53,7456,145,3363,92,651,46,904,26,964,36,1376,22
2020-04-16,33521,3255,2559,115,996,39,12647,965,1093,34,1212,19,1331,42,8326,183,890,37,2264,64,18087,722,10854,457,8045,264,2012,60,7936,145,3466,101,651,46,925,38,1007,39,1425,25
2020-04-17,34705,3373,2738,124,1032,47,13340,1126,1175,35,1320,22,1383,48,8824,195,918,37,2404,69,19391,760,11400,497,8563,298,2087,63,8585,164,3688,107,806,61,947,43,1063,40,1501,28
2020-04-18,35763,3490,2882,133,1219,57,13582,1152,1229,38,1403,27,1453,52,9045,198,959,37,2491,70,20395,860,12021,576,9014,342,2158,70,8859,188,3838,115,875,69,1009,47,1114,41,1556,32
2020-04-19,36482,3608,2940,137,1286,57,13805,1207,1229,38,1513,29,1466,53,9354,207,992,38,2589,75,21272,877,12341,600,9214,365,2213,71,9108,236,3971,115,924,75,1035,50,1164,42,1636,32
2020-04-20,37030,3703,2998,137,1406,60,14027,1241,1242,39,1510,35,1577,55,9657,223,1015,39,2636,75,22101,915,13823,619,9553,370,2268,71,9646,236,4078,122,975,80,1042,55,1193,42,1676,33
2020-04-21,37694,3794,3099,141,1489,67,14035,1241,1333,42,1557,37,1653,64,10056,233,1029,39,2738,83,23181,1002,15153,663,10028,394,2325,72,10160,285,4168,126,1013,95,1059,67,1241,43,1691,33
2020-04-22,38481,3902,3218,150,1489,67,14692,1414,1333,42,1598,42,1713,79,10153,240,1080,39,2846,97,24546,1072,16447,732,10028,394,2491,96,10697,285,4228,141,1073,113,1088,74,1242,43,1753,34
2020-04-23,39354,4008,3314,163,1608,77,15154,1494,1559,45,1673,46,1768,83,10588,270,1167,43,2970,115,25811,1142,17537,797,11226,443,2643,100,11215,285,4431,157,1132,123,1149,74,1352,46,1827,36
2020-04-24,40648,4101,3443,168,1666,80,15593,1541,1706,48,1768,48,1817,91,10926,287,1334,43,3116,120,27616,1220,18545,850,11877,449,2826,102,11709,285,4591,162,1200,138,1177,74,1403,48,1845,36
2020-04-25,41660,4177,3570,174,1666,80,15599,1542,1836,52,1839,50,1867,91,11005,295,1334,43,3234,121,29058,1267,19133,895,11877,449,2943,111,11976,391,4659,162,1287,155,1198,73,1439,52,1969,38
2020-04-26,42487,4238,3665,174,1732,82,15944,1682,1947,52,1942,53,1902,91,11351,301,1334,43,3359,122,30574,1313,19567,916,12566,472,2943,111,12126,391,4729,170,1332,177,1211,73,1470,52,2074,39
2020-04-27,43014,4326,3717,174,1772,82,16078,1724,1947,53,2005,57,1938,96,11570,302,1334,43,3457,122,31953,1347,20423,944,12868,484,3043,111,12468,448,4794,174,1416,188,1224,79,1500,52,2126,39
2020-04-28,43587,4383,3793,186,1827,85,16392,1786,2019,53,2090,62,1984,109,11831,324,1275,44,3578,122,33449,1457,20996,1002,13445,516,3141,113,12858,469,4847,179,1524,193,1235,87,1533,55,2151,42
2020-04-29,44236,4455,3891,196,1928,89,16723,1831,2088,58,2216,71,2030,110,11927,338,1307,44,3723,140,34880,1516,22485,1056,13803,541,3432,120,13218,504,4898,182,1633,209,1273,86,1568,57,2252,44
2020-04-30,44872,4521,3979,202,2058,93,16986,1886,2246,68,2441,73,2126,112,12063,352,1374,48,3972,145,36513,1607,23220,1111,14468,541,3432,120,13566,524,4953,185,1738,225,1289,94,1603,60,2393,45
2020-05-01,45519,4576,4118,206,2113,94,17235,1906,2246,68,2589,76,2217,115,12389,358,1374,48,4156,147,38668,1673,24262,1174,15137,638,3564,124,13874,550,5144,199,1829,243,1319,99,1636,62,2537,50
2020-05-02,46275,4622,4225,215,2182,97,17396,1988,2388,69,2698,78,2305,115,12632,367,1477,48,4421,147,40227,1743,24894,1209,15137,638,3711,134,14038,569,5257,204,1980,259,1333,102,1706,63,2636,52
2020-05-03,46839,4668,4274,218,2182,97,17593,1999,2503,71,2905,79,2338,120,12775,369,1585,48,4585,147,42324,1786,25699,1231,15137,638,3927,139,14193,588,5312,207,2151,277,1345,102,1749,63,2743,52
2020-05-04,47183,4710,4411,223,2182,97,17640,2030,2584,75,2988,84,2398,121,13092,378,1585,48,4751,147,43715,1802,26225,1257,16040,726,3927,139,14483,596,5383,208,2298,284,1365,102,1776,63,2819,57
2020-05-05,47579,4759,4408,226,2329,101,17746,2052,2624,77,3097,87,2428,128,13224,407,1652,48,4929,175,45223,1922,27836,1315,16410,743,4020,144,14764,609,5492,215,2519,303,1375,109,1809,66,2873,69
2020-05-06,47974,4797,4473,238,2432,104,17952,2081,2686,83,3237,99,2542,131,13371,432,1677,48,5138,186,46689,2004,28665,1369,16697,803,4319,158,15052,642,5553,219,2764,325,1394,111,1863,66,3004,65
2020-05-07,48550,4842,4573,245,2562,108,18071,2121,2956,90,3377,107,2591,136,13585,454,1761,53,5196,204,48341,2110,29511,1418,17047,816,4319,158,15310,663,5677,230,2962,342,1439,117,1917,67,3092,66
2020-05-08,48998,4885,4573,245,2629,111,18246,2138,2956,90,3615,108,2668,143,13664,468,1805,54,5525,238,50236,2197,30319,1470,17517,875,4429,165,15503,683,5688,248,3153,362,1455,119,1961,70,3240,71
2020-05-09,49461,4913,4704,256,2902,114,18390,2194,3127,95,3710,114,2755,145,13841,482,1805,54,5779,245,51674,2264,31241,1515,17881,891,4662,169,15607,703,5780,257,3379,374,1486,120,2023,71,3380,74
2020-05-10,49817,4939,4750,260,2902,114,18506,2210,3210,101,3777,119,2795,146,14007,487,1835,56,5827,247,52655,2317,31703,1531,18211,894,4776,175,15667,718,5858,257,3558,389,1503,122,2064,71,3502,76
2020-05-11,50072,4971,4762,260,3015,115,18645,2218,3695,103,3881,124,2861,147,14167,490,1901,56,5988,250,53381,2361,32263,1570,18313,893,5065,175,15835,731,5882,258,3744,398,1511,123,2101,71,3557,76
2020-05-12,50331,5004,4869,267,3078,120,18734,2254,3745,104,4002,138,2908,151,14385,505,1901,56,6219,259,55470,2449,33211,1616,18537,908,5161,190,16029,732,5973,258,4033,412,1526,127,2133,74,3602,77
2020-05-13,50667,5027,5045,275,3153,138,18870,2270,3810,109,4113,148,2979,153,14468,518,1942,57,6341,281,56406,2589,34538,1660,18779,986,5161,190,16195,749,5998,267,4183,426,1545,139,2178,76,3749,80
2020-05-14,51095,5041,5045,275,3198,139,19272,2298,4076,114,4227,150,3066,157,14742,535,1976,58,6599,292,58457,2675,35392,1711,19093,1008,5391,200,16343,759,6057,267,4331,441,1551,139,2234,79,3968,80
2020-05-15,51581,5067,5235,291,3311,150,19397,2307,4211,117,4330,156,3156,162,15011,548,1976,58,6821,302,59905,2762,36316,1753,19349,1021,5391,200,16498,768,6133,272,4674,449,1582,141,2367,83,4125,84
2020-05-16,51991,5091,5298,293,3463,155,19542,2327,4266,120,4420,169,3223,163,15366,559,2120,62,7096,319,61212,2814,37360,1793,19606,1031,5662,209,16586,778,6201,278,4930,454,1595,143,2351,83,4222,86
2020-05-17,52298,5110,5366,296,3511,155,19592,2328,4350,121,4493,170,3321,173,15658,561,2120,62,7240,319,62218,2839,38011,1821,19606,1031,5836,209,16634,787,6243,279,5158,462,1603,143,2392,83,4376,88
2020-05-18,52485,6663,5463,296,3593,155,19664,2341,4447,123,4574,177,3410,175,15864,566,2120,62,7340,324,63690,2889,38458,1840,19953,1080,5836,209,16766,793,6322,281,5409,467,1641,143,2457,83,4434,88
2020-05-19,52681,6685,5463,296,3707,157,19837,2390,4559,123,4706,193,3463,183,15942,578,2278,62,7482,339,64691,2980,39573,1913,20132,1109,6026,222,16901,797,6369,282,5650,476,1658,145,2522,86,4500,88
2020-05-20,52889,6721,5650,314,3795,158,20002,2400,4643,130,4793,200,3512,190,16034,589,2278,62,7644,357,66213,3074,40895,1973,20359,1152,6140,230,17020,807,6407,285,5838,485,1687,147,2560,88,4742,98
2020-05-21,53385,6753,5734,320,3984,164,20120,2429,4711,132,4885,205,3667,202,16367,602,2322,63,7835,361,67551,3114,42037,2016,20700,1178,6140,230,17139,813,6514,286,6029,502,1718,148,2609,90,4841,112
2020-05-22,53639,6771,5815,322,4146,173,20205,2439,4711,132,4996,215,3762,204,16522,614,2371,64,7950,368,68949,3187,43070,2053,21009,1221,6315,241,17243,818,6580,286,6350,518,1739,154,2708,90,4941,118
2020-05-23,53902,6799,5815,322,4315,176,20305,2477,4899,132,5097,224,3851,207,16694,629,2392,66,8177,383,70417,3246,44121,2092,21234,1233,6559,249,17309,827,6649,292,6649,524,1753,158,2760,92,5157,130
2020-05-24,54175,6817,6140,322,4365,176,20380,2476,4951,143,5188,228,3927,209,16845,631,2418,66,8277,384,72010,3304,45017,2106,21234,1233,6559,249,17347,838,6697,292,6918,534,1777,159,2847,93,5336,131
2020-05-25,54360,6834,6182,329,4365,176,20426,2481,4977,144,5310,237,3963,217,17041,633,2418,66,8379,385,73097,3324,46023,2116,21234,1233,6701,249,17376,839,6760,298,7168,539,1805,160,2874,93,5469,133
2020-05-26,54560,6843,6226,329,4567,176,20554,2485,4977,144,5414,239,4060,221,17168,633,2449,69,8448,384,73819,3354,47845,2145,21738,1243,6797,249,17495,844,6799,300,7421,549,1816,160,2986,93,5578,131
2020-05-27,54779,6854,6287,331,4567,176,20640,2523,5039,144,5486,243,4137,224,17225,655,2449,69,8627,397,74521,3455,48761,2201,21975,1262,6882,249,17579,850,6825,305,7540,565,1828,160,3049,93,5646,136
2020-05-28,55147,6870,6352,339,4914,190,20708,2527,5190,155,5566,253,4211,226,17396,669,2583,71,8896,403,75306,3519,49860,2241,22150,1282,7100,260,17662,852,6870,307,7695,581,1851,161,3097,94,5744,142
2020-05-29,55446,6893,6457,339,5034,199,20883,2542,5190,155,5674,256,4318,226,17641,685,2583,71,9112,419,76266,3570,51678,2294,22405,1300,7100,260,17722,861,6975,308,7932,593,1870,162,3195,95,5923,145
2020-05-30,55727,6909,6579,343,5200,204,20917,2569,5379,160,5773,260,4369,226,17826,700,2636,72,9522,430,77119,3603,53746,2339,22629,1308,7385,269,17764,868,7067,313,8181,606,1897,163,3289,95,6100,146
2020-05-31,55900,6926,6657,343,5246,204,21079,2578,5463,165,5862,262,4444,226,18000,700,2825,73,9815,432,77925,3642,55001,2362,22629,1316,7481,269,17785,871,7123,313,8393,613,1911,163,3390,96,6261,147
2020-06-01,56053,6942,6719,343,5355,204,21114,2581,5513,165,5933,271,4508,241,18139,702,2830,74,9937,433,78495,3658,56011,2386,22881,1320,7481,269,17854,896,7196,314,8514,616,1919,164,3470,96,6474,147
2020-06-02,56242,6952,6845,343,5501,208,21143,2593,5534,165,5996,279,4581,245,18224,722,2839,75,10536,448,79673,3726,57219,2448,23034,1346,7554,269,17922,902,7248,317,8591,627,1928,165,3515,97,6574,150
2020-06-03,56405,6970,6923,355,5650,209,21225,2597,5623,167,6112,290,4669,247,18456,731,2882,75,11068,466,80204,3780,58261,2489,23160,1359,7674,276,17964,908,7339,318,8738,633,1952,166,3548,97,6678,158
2020-06-04,56587,6984,7056,355,5650,209,21281,2610,5761,168,6216,293,4732,259,18779,746,2882,75,11229,471,80713,3846,59692,2532,23281,1394,7798,283,18042,913,7462,325,8867,641,1965,166,3641,97,6783,165
2020-06-05,56770,6991,7186,357,5930,217,21499,2642,5985,174,6323,295,4789,265,19056,760,3018,78,12091,479,81344,3880,61068,2569,23407,1411,7940,288,18080,922,7572,327,9099,657,1973,168,3725,101,7064,174
2020-06-06,56966,7004,7331,358,6040,224,21512,2645,5985,174,6406,297,4827,265,19299,765,3143,78,12761,489,81924,3913,62382,2624,23529,1414,8345,296,18118,923,7690,334,9255,667,1989,168,3805,101,7321,176
2020-06-07,57131,7012,7483,359,6040,224,21521,2647,6073,176,6512,299,4858,268,19547,765,3143,78,13498,490,82427,3944,63844,2645,23529,1420,8345,296,18134,924,7804,339,9372,676,2003,168,3805,101,7440,177
2020-06-08,57260,7025,7592,363,6247,224,21555,2651,6150,178,6586,300,4910,283,19756,767,3311,78,14003,491,82819,3959,64690,2656,23691,1421,8619,296,18190,931,7924,343,9480,681,2008,169,3945,101,7527,177
2020-06-09,57367,7032,7799,365,6417,224,21562,2653,6369,178,6667,303,4939,287,19980,774,3333,78,14374,504,83271,4010,65945,2710,23822,1436,8619,296,18247,935,8035,346,9567,686,2027,169,3985,102,7614,185
2020-06-10,57484,7046,7915,367,6593,225,21570,2653,6599,189,6741,313,5011,298,20277,784,3513,80,15282,519,83585,4053,67111,2768,23951,1454,8837,305,18278,936,8193,349,9674,693,2034,170,4033,105,7737,198
2020-06-11,57605,7050,8100,375,6742,227,21629,2664,6824,190,6844,320,5057,303,20548,798,3648,80,16018,532,83978,4111,68959,2818,24107,1471,8998,308,18318,938,8337,351,9815,700,2055,171,4232,109,7987,202
2020-06-12,57733,7058,8314,377,6976,229,21660,2664,7120,191,6918,325,5112,304,20872,809,3840,82,17010,536,84249,4162,70529,2834,24228,1487,8998,308,18361,941,8589,350,9934,708,2065,171,4216,109,8153,210
2020-06-13,57919,7064,8556,377,7161,229,21711,2669,7120,191,7030,329,5144,310,21633,822,4012,84,17791,549,84581,4173,72057,2894,24338,1502,9314,319,18378,943,8864,357,10069,712,2076,172,4217,109,8269,217
2020-06-14,58059,7076,8735,378,7359,229,21749,2670,7253,194,7076,329,5175,311,21917,825,4242,88,18692,551,84906,4189,73018,2907,24338,1505,9440,319,18385,950,8928,357,10191,716,2079,172,4320,112,8573,221
2020-06-15,58177,7081,8815,379,7515,228,21793,2670,7334,197,7202,332,5220,315,22197,826,4393,88,19372,557,85184,4206,73832,2926,24475,1509,9610,320,18421,951,9086,358,10281,720,2086,174,4373,112,8759,221
2020-06-16,58274,7086,9157,380,7796,228,21805,2675,7642,198,7289,334,5271,318,22741,847,4437,89,20775,568,85538,4253,75162,2960,24591,1518,9730,323,18456,952,9498,358,10323,724,2113,177,4481,112,8999,233
2020-06-17,58386,7095,9318,386,8014,229,21897,2676,7822,199,7365,337,5336,319,23273,850,4876,89,22272,579,85858,4304,77260,2992,24655,1528,9730,323,18496,959,9812,360,10415,727,2113,177,4533,116,9197,243
2020-06-18,58502,7100,9535,387,8454,230,21941,2680,8099,205,7487,342,5404,327,23854,859,5142,90,23880,598,86179,4333,78348,3027,24723,1540,10092,331,18526,963,10111,365,10512,732,2122,177,4638,117,9292,250
2020-06-19,58634,7106,9852,390,8714,230,21995,2681,8331,207,7590,348,5481,334,24376,864,5550,92,25999,615,86551,4363,79655,3065,24841,1550,10350,332,18552,971,10448,367,10607,740,2139,178,4702,119,9576,257
2020-06-20,58761,7112,10259,397,8959,233,22085,2687,8331,207,7694,357,5555,336,25080,874,5962,96,28303,633,86885,4390,81709,3112,24841,1552,10484,338,18571,973,10837,370,10705,744,2159,179,4924,119,9988,267
2020-06-21,58874,7120,10486,398,9156,233,22139,2687,8955,208,7794,358,5633,338,25790,884,6344,96,30136,632,87177,4404,83414,3121,24841,1553,10794,338,18577,978,11155,373,10830,747,2175,179,4924,119,10422,269
2020-06-22,58949,7126,10774,400,9361,234,22180,2689,8955,208,7915,358,5734,339,26239,884,6882,97,31650,634,87424,4423,86017,3137,25116,1553,11096,338,18619,979,11327,373,10920,747,2220,179,5007,120,10595,269
2020-06-23,59047,7135,11186,402,10010,234,22245,2690,9386,211,8029,370,5820,341,26822,902,7156,97,33883,663,87784,4439,88512,3171,25335,1564,11294,341,18650,976,11744,377,10988,751,2239,179,5267,121,10737,273
2020-06-24,59111,7140,11481,404,10407,245,22324,2693,9386,211,8144,376,5964,343,27779,926,7467,100,34992,690,88138,4478,89633,3207,25443,1576,11626,347,18682,984,12217,378,11057,752,2284,180,5275,122,11016,299
2020-06-25,59206,7144,11878,405,10769,248,22453,2703,10363,218,8310,378,6111,346,28664,935,7814,104,37135,694,88650,4500,91577,3247,25443,1583,11961,352,18716,990,12584,379,11178,758,2321,182,5382,128,11511,306
2020-06-26,59311,7147,12204,408,11290,248,22479,2701,10706,222,8511,383,6287,347,30196,946,8452,104,39626,718,89068,4526,93391,3269,25693,1587,12401,358,18751,997,13320,381,11308,761,2382,183,5493,130,11960,323
2020-06-27,59420,7158,13174,410,11290,248,22579,2708,11083,224,8694,392,6429,351,31562,947,8857,105,42374,741,89407,4536,95385,3285,25782,1591,12837,360,18775,1004,14046,382,11415,764,2472,183,5493,130,12462,323
2020-06-28,59507,7160,13910,410,11501,249,22621,2710,11476,225,8840,393,6571,351,33714,953,10147,109,44962,746,89755,4542,97918,3305,25782,1592,13334,361,18781,1004,14620,382,11556,767,2568,183,5670,133,12608,326
2020-06-29,59576,7165,14607,414,11797,249,22662,2711,11739,225,8982,395,6694,352,35222,975,10797,109,45178,746,90122,4554,100958,3331,25991,1595,13832,361,18817,1007,15045,382,11656,773,2651,183,5762,133,13064,330
2020-06-30,59650,7120,15095,416,12550,253,22767,2720,12344,228,9148,404,6831,364,36820,991,10797,109,48592,771,90536,4565,103850,3371,26133,1606,14149,365,18856,1002,15624,383,11796,776,2760,183,5964,135,13843,340
2020-07-01,59742,7126,15604,420,12746,258,22855,2722,12950,231,9338,407,7013,366,37961,1000,12504,111,52266,817,90911,4581,105665,3405,26257,1611,14623,370,18896,1004,16155,385,11892,776,2870,187,6156,136,14413,345
2020-07-02,59855,7129,16180,432,13152,265,22991,2728,12950,231,9338,407,7013,366,40265,1018,12504,111,54757,843,91381,4609,107792,3457,26400,1615,15207,377,18950,1008,17116,394,12048,782,3103,188,6384,138,15065,354
2020-07-03,59957,7137,17028,435,13676,269,23054,2728,13423,233,9825,417,7392,372,42311,1034,12878,115,57929,865,91774,4618,107806,3457,26536,1619,15696,387,18961,1009,18229,406,12150,785,3280,190,6472,140,15778,360
2020-07-04,60078,7143,17707,435,13676,269,23123,2728,13423,233,10023,420,7571,372,44729,1038,14212,117,59829,880,92240,4622,107826,3457,26565,1619,15696,387,18970,1008,19575,409,12150,785,3430,190,6556,140,16191,363
2020-07-05,60149,7147,18442,439,14922,269,23182,2728,13423,233,10271,422,7724,373,47011,1043,14553,122,62296,883,92532,4627,115024,3487,26565,1619,16726,387,18990,1007,21239,412,12329,786,3557,190,6855,140,16854,366
2020-07-06,60211,7151,18818,439,15345,269,23259,2730,14828,238,10410,429,7883,373,48992,1051,15102,132,64915,881,92781,4630,116570,3534,26810,1619,16726,387,19044,1008,21856,414,12456,787,3775,190,6855,140,17882,366
2020-07-07,60281,7156,19654,450,15932,272,23435,2741,15585,248,10587,431,8048,379,51058,1057,15880,137,67543,933,93053,4651,120764,3582,26901,1621,17578,399,19090,1008,22595,418,12597,787,3979,190,6925,140,18892,369
2020-07-08,60386,7163,20126,454,16586,293,23597,2743,15585,248,10879,439,8277,383,53974,1068,16725,146,70128,959,93496,4664,123256,3643,26969,1628,17842,406,19141,1012,23781,419,12703,789,4209,190,7245,142,20225,376
2020-07-09,60461,7169,20622,468,17414,304,23701,2744,16180,254,11122,439,8518,383,55961,1092,17679,165,73165,1012,94005,4676,124992,3690,27228,1633,18402,415,19185,1013,25102,427,12867,789,4367,193,7407,146,21517,402
2020-07-10,60560,7173,21449,473,18275,304,23811,2748,16700,259,11433,443,8786,393,58341,1118,18602,166,76328,1049,94605,4693,127439,3744,27341,1635,18863,420,19242,1016,26705,438,13054,790,4547,193,7485,147,22650,412
2020-07-11,60647,7176,22286,483,18912,304,23898,2758,17334,262,11724,445,8979,393,60868,1132,18602,166,78481,1093,95138,4711,130394,3795,27367,1636,19371,422,19256,1018,28253,455,13328,790,4762,193,7725,148,23901,421
2020-07-12,60748,7180,23048,483,19043,306,23996,2759,17757,268,12035,447,9208,399,64444,1139,19648,184,80146,1133,95557,4725,133549,3809,27367,1637,19371,422,19267,1020,30025,464,13568,791,4962,195,7731,148,24715,423
2020-07-13,60815,7182,23803,483,19502,307,24076,2761,18161,272,12301,449,9359,399,67713,1143,20213,195,81216,1140,95884,4729,136357,3824,27575,1640,19929,422,19329,1020,31484,464,13697,791,5033,197,7976,148,25255,424
2020-07-14,60904,7186,24824,498,20456,309,24270,2762,18483,272,12574,449,9509,400,69803,1175,21067,201,84233,1198,96186,4741,140576,3897,27723,1646,20887,436,19367,1022,32814,464,13790,791,5364,199,8321,152,26120,433
2020-07-15,61012,7190,25611,502,21468,310,24525,2762,19014,272,12823,449,9784,402,72317,1202,21067,201,86483,1277,96662,4745,143207,3943,27867,1653,21446,448,19436,1024,34153,464,13948,793,5610,201,8478,154,27031,455
2020-07-16,61124,7193,26926,507,21468,310,24760,2770,20433,283,13099,456,9985,406,75425,1246,27047,229,88954,1311,97214,4750,147678,3989,28024,1664,21855,465,19481,1027,35566,464,14125,794,5750,201,8627,154,27904,466
2020-07-17,61233,7195,28189,518,23238,315,24915,2774,20907,288,13412,457,10215,407,77867,1270,27525,240,91863,1374,97790,4765,150424,4048,28159,1665,21855,465,19521,1030,36913,477,14348,798,5990,202,8858,161,28309,469
